scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Capped,entries_2025_2040,joint,EB-1 / ROW,2040,129937,0,129937,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-2 / India,2040,291685,23224,0,36685,231776,7.962013816274405,0.0,12.576923736222295,79.4610624475033,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-2 / China,2040,41309,4711,0,7115,29483,11.404294463676196,0.0,17.223849524316734,71.37185601200707,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-2 / ROW,2040,206591,949,136552,16594,52496,0.45936173405424247,66.09774869185976,8.03229569535943,25.410593878726566,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-3 / India,2040,74256,4244,0,12968,57044,5.715363068304245,0.0,17.463908640379227,76.82072829131653,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-3 / China,2040,36877,3894,0,9222,23761,10.55942728529978,0.0,25.00745722265911,64.43311549204111,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-3 / ROW,2040,274688,7036,106519,48803,112330,2.561451537744641,38.778177423112766,17.766702586206897,40.89366845293569,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-4 / India,2040,15116,2349,338,4058,8371,15.539825350621857,2.236041280762106,26.845726382640912,55.378406985975126,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-4 / China,2040,878,0,878,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-4 / ROW,2040,177037,25797,0,59045,92195,14.57153024509001,0.0,33.35178522003875,52.07668453487124,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-5 / India,2040,11102,271,5658,433,4740,2.44100162132949,50.9637903080526,3.9001981624932442,42.69500990812466,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-5 / China,2040,24650,239,12779,1352,10280,0.9695740365111561,51.84178498985801,5.484787018255578,41.70385395537525,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-5 / ROW,2040,20532,0,20532,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,overall,All,2040,2548927,222814,1077532,420710,827871,8.741482200157165,42.27394507571225,16.505376576104375,32.47919614802621,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,nationality,India,2040,894351,87815,353796,130077,322663,9.818851882538288,39.55896510430468,14.54428965808726,36.07789335506977,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,nationality,China,2040,233679,16901,115941,32978,67859,7.23257117669966,49.61549818340544,14.112521878303143,29.039408761591755,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1420897,118098,607795,257655,437349,8.311510264290797,42.775443962511005,18.13326370595476,30.77978206724344,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,category,EB-1,2040,417595,800,340432,9944,66419,0.19157317496617537,81.52204887510626,2.3812545648295598,15.905123385098001,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,category,EB-2,2040,978895,114896,304027,146880,413092,11.737316055348122,31.058182951184754,15.004673637111232,42.19982735635589,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,category,EB-3,2040,706744,49666,286733,142320,228025,7.027438506729452,40.570984684694885,20.137418923966813,32.264157884608856,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,category,EB-4,2040,342649,56644,64607,118308,103090,16.531202484174766,18.855154983671337,34.52746104614343,30.086181486010467,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,category,EB-5,2040,103044,808,81733,3258,17245,0.7841310508132449,79.31854353480067,3.161756143006871,16.735569271379216,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128255,142,104146,2791,21176,0.11071693111379673,81.20229230829207,2.176133484074695,16.510857276519435,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,49511,17,39424,1467,8603,0.03433580416473107,79.62674961119751,2.9629779240976752,17.37593666054008,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239829,641,196862,5686,36640,0.26727376589153107,82.0843184102006,2.370855901496483,15.277551922411385,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,536893,69129,145890,81815,240059,12.875749916650058,27.17301212718363,15.238604340157163,44.71263361600915,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,67043,10292,13920,12694,30137,15.351341676237638,20.762794027713557,18.934116910042807,44.951747386006,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,374959,35475,144217,52371,142896,9.461034406428436,38.46207185318928,13.967127072559933,38.10976666782235,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,189795,13905,88305,38169,49416,7.3263257725440605,46.52651545088121,20.110645696672727,26.036513079902,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-3 / China,2040,63571,6040,19828,16561,21142,9.501187648456057,31.190322631388526,26.0511868619339,33.257302858221514,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-3 / ROW,2040,453378,29721,178600,87590,157467,6.555457035850879,39.39317743692901,19.319419998323696,34.73194552889642,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-4 / India,2040,24241,4507,4197,6923,8614,18.592467307454314,17.313642176477867,28.559052844354607,35.53483767171321,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-4 / China,2040,1302,123,494,271,414,9.44700460829493,37.94162826420891,20.814132104454686,31.797235023041473,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317106,52014,59916,111114,94062,16.402717072524645,18.89462829463965,35.04001816427314,29.662636468562564,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-5 / India,2040,15167,132,11258,379,3398,0.8703105426254368,74.22694006725126,2.4988461792048526,22.40390321091844,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-5 / China,2040,52252,429,42275,1985,7563,0.8210212049299548,80.90599402893669,3.798897649850723,14.47408711628263,catchall_60_65,primary,2040
Uncapped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35625,247,28200,894,6284,0.6933333333333334,79.15789473684211,2.5094736842105263,17.639298245614036,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,overall,All,2040,1139066,108987,842027,173312,14740,9.568102287312588,73.9225821857557,15.215272863907797,1.2940426630239161,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,nationality,India,2040,426958,58908,284967,74278,8805,13.797141639224467,66.7435672829646,17.397027342267858,2.0622637355430746,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,nationality,China,2040,100327,8990,75649,14746,942,8.96069851585316,75.40243404068696,14.697937743578498,0.9389296998813879,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,nationality,ROW,2040,611781,41089,481411,84288,4993,6.716292267984786,78.69008681211086,13.7774791959868,0.8161417239175457,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,category,EB-1,2040,182715,2,181561,1152,0,0.0010946008811537093,99.36841529157431,0.6304901075445366,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,category,EB-2,2040,440151,61347,304027,61786,12991,13.93771682899732,69.07334073988245,14.037455327830676,2.951487103289553,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,category,EB-3,2040,319408,18696,247056,53656,0,5.8533286580173325,77.34809397385162,16.798577368131042,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,category,EB-4,2040,150324,28496,64607,55472,1749,18.956387536255022,42.97849977382188,36.90162582155877,1.1634868683643331,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,category,EB-5,2040,46468,446,44776,1246,0,0.9598002926745287,96.35878453989842,2.6814151674270468,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-1 / India,2040,53553,2,52890,661,0,0.0037346180419397606,98.76197411909698,1.234291262861091,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-1 / China,2040,19202,0,18897,305,0,0.0,98.41162378918862,1.588376210811374,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-1 / ROW,2040,109960,0,109774,186,0,0.0,99.83084758093852,0.1691524190614769,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-2 / India,2040,245119,45891,145890,44686,8652,18.721926900811443,59.51803001807286,18.23032894226886,3.529714138846846,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-2 / China,2040,26131,5648,13920,5621,942,21.614174734989092,53.270062378018444,21.510849182962765,3.6049137040296966,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-2 / ROW,2040,168901,9808,144217,11479,3397,5.806952001468316,85.38552169614152,6.796288950331851,2.0112373520583064,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-3 / India,2040,115039,10989,78211,25839,0,9.552412660054417,67.98650892306088,22.46107841688471,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-3 / China,2040,26798,2913,16223,7662,0,10.870214195089186,60.53809985819837,28.591685946712442,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-3 / ROW,2040,177571,4794,152622,20155,0,2.6997651643567924,85.9498454139471,11.35038942169611,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-4 / India,2040,9361,2009,4197,3002,153,21.461382330947547,44.8349535306057,32.0692233735712,1.6344407648755475,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-4 / China,2040,496,0,494,2,0,0.0,99.59677419354838,0.4032258064516129,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-4 / ROW,2040,140467,26487,59916,52468,1596,18.856386197469867,42.6548584365011,37.35254543771847,1.136209928310564,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-5 / India,2040,3886,17,3779,90,0,0.43746783324755534,97.24652599073598,2.316006176016469,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-5 / China,2040,27700,429,26115,1156,0,1.5487364620938628,94.27797833935018,4.1732851985559565,0.0,catchall_60_65,primary,2040
Uncapped,entries_2009_2024,joint,EB-5 / ROW,2040,14882,0,14882,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,overall,All,2040,1409861,113827,235505,247398,813131,8.073632790750294,16.704128988602424,17.5476873252044,57.674550895442884,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,nationality,India,2040,467393,28907,68829,55799,313858,6.1847310507431645,14.726151226056016,11.938347386460645,67.15077033674018,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,nationality,China,2040,133352,7911,40292,18232,66917,5.932419461275422,30.214769932209492,13.672085907972884,50.18072469854221,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,nationality,ROW,2040,809116,77009,126384,173367,432356,9.517671137389447,15.620009986207169,21.426717553478117,53.435601322925265,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,category,EB-1,2040,234880,798,158871,8792,66419,0.33974795640326977,67.63922002724796,3.7431880108991824,28.27784400544959,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,category,EB-2,2040,538744,53549,0,85094,400101,9.939600255408877,0.0,15.794885882719807,74.26551386187131,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,category,EB-3,2040,387336,30970,39677,88664,228025,7.995642026560919,10.243561145878514,22.890720201582088,58.87007662597848,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,category,EB-4,2040,192325,28148,0,62836,101341,14.635642792148706,0.0,32.67177953984142,52.69257766800988,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,category,EB-5,2040,56576,362,36957,2012,17245,0.6398472850678733,65.32275169683258,3.5562782805429864,30.48112273755656,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-1 / India,2040,74702,140,51256,2130,21176,0.18741131428877406,68.61395946561002,2.8513292816792055,28.347299938421997,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-1 / China,2040,30309,17,20527,1162,8603,0.05608895047675608,67.72575802566894,3.8338447325876803,28.38430829126662,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-1 / ROW,2040,129869,641,87088,5500,36640,0.4935742940963586,67.05834340758764,4.2350368448205495,28.213045453495447,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-2 / India,2040,291774,23238,0,37129,231407,7.964383392625799,0.0,12.725259961477034,79.31035664589717,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-2 / China,2040,40912,4644,0,7073,29195,11.351192804067267,0.0,17.28832616347282,71.36048103245992,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-2 / ROW,2040,206058,25667,0,40892,139499,12.456201651962068,0.0,19.844898038416368,67.69890030962156,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-3 / India,2040,74756,2916,10094,12330,49416,3.9006902455990153,13.502595109422655,16.493659371822996,66.10305527315533,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-3 / China,2040,36773,3127,3605,8899,21142,8.503521605525794,9.80338835558698,24.199820520490576,57.49326951839665,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-3 / ROW,2040,275807,24927,25978,67435,157467,9.037841679145199,9.418905248960323,24.45006834489335,57.09318472700113,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-4 / India,2040,14880,2498,0,3921,8461,16.787634408602152,0.0,26.350806451612904,56.861559139784944,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-4 / China,2040,806,123,0,269,414,15.260545905707197,0.0,33.37468982630273,51.364764267990076,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-4 / ROW,2040,176639,25527,0,58646,92466,14.451508443775158,0.0,33.201048466080536,52.3474430901443,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-5 / India,2040,11281,115,7479,289,3398,1.0194131725910824,66.29731406790178,2.5618296250332415,30.121443134473893,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-5 / China,2040,24552,0,16160,829,7563,0.0,65.81948517432389,3.3765070055392634,30.804007820136853,catchall_60_65,primary,2040
Uncapped,entries_2025_2040,joint,EB-5 / ROW,2040,20743,247,13318,894,6284,1.1907631490141253,64.20479197801669,4.309887672949911,30.294557200019284,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,overall,All,2040,2548927,290363,1157487,388156,712921,11.391577710934836,45.41075519228287,15.228211714184047,27.969455382598245,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,nationality,India,2040,894351,207794,153580,158681,374296,23.234054638503228,17.172228800549224,17.742586523635573,41.851130037311975,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,nationality,China,2040,233679,21096,96398,35441,80744,9.027768862413824,41.25231621155517,15.166531866363687,34.55338305966732,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,nationality,ROW,2040,1420897,61473,907509,194034,257881,4.326351593394876,63.8687392541472,13.655740000858613,18.149169151599306,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,category,EB-1,2040,417595,2560,351951,7830,55254,0.6130341598917611,84.28046312815049,1.8750224499814414,13.231480261976317,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,category,EB-2,2040,978895,156828,354048,131001,337018,16.02092154929793,36.16812834880145,13.382538474504416,34.428411627396194,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,category,EB-3,2040,706744,72796,302274,128267,203407,10.300193563723216,42.769942157273356,18.14900444856978,28.780859830433652,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,category,EB-4,2040,342649,56830,65682,117980,102157,16.58548543845159,19.168887111884175,34.43173626655849,29.813891183105742,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,category,EB-5,2040,103044,1349,83532,3078,15085,1.3091494895384497,81.0643996739257,2.987073483172237,14.639377353363612,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128255,1593,82050,4923,39689,1.242056839889283,63.974114069626914,3.8384468441776147,30.94538224630619,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49511,967,30258,2721,15565,1.9531013310173497,61.113691906848985,5.495748419543132,31.437458342590535,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239829,0,239643,186,0,0.0,99.92244474187859,0.07755525812141151,0.0,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,536893,144946,40067,97722,254158,26.997185658967428,7.46275328603651,18.20139208371128,47.33866897128478,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,67043,10849,12486,12748,30960,16.182151753352326,18.623868263651687,19.014662231702044,46.179317751293944,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,374959,1033,301495,20531,51900,0.27549678764878294,80.40745788206178,5.475531991497737,13.841513338791708,catchall_60_65,primary,2040
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,189795,57295,15945,48854,67701,30.187834242208698,8.401169683079111,25.74040412023499,35.670591954477196,catchall_60_65,primary,2040
